Arrival no,Arrival time (sec),Base station ,Call duration (sec),velocity (km/h)
5200,7111.217,8,481.574,115.788
5201,7111.890,12,78.554,121.874
5202,7113.287,16,35.787,116.311
5203,7115.669,2,123.294,133.342
5204,7116.209,8,58.089,123.673
5205,7116.483,10,83.505,131.476
5206,7117.116,19,39.412,124.202
5207,7118.807,20,103.754,137.174
5208,7120.353,12,36.330,122.048
5209,7122.991,5,73.846,122.368
5210,7123.620,5,63.333,122.552
5211,7124.442,9,175.574,121.434
5212,7125.041,18,31.326,112.861
5213,7125.142,12,151.965,107.283
5214,7125.409,1,81.856,134.212
5215,7125.854,2,116.351,117.779
5216,7128.846,2,382.545,106.160
5217,7133.506,9,40.943,112.825
5218,7133.966,5,121.176,119.457
5219,7136.197,6,40.399,120.876
5220,7137.935,19,255.119,118.275
5221,7138.694,7,40.924,114.109
5222,7140.972,1,53.058,113.520
5223,7141.334,12,140.484,123.782
5224,7141.400,10,11.591,141.800
5225,7141.471,9,439.991,118.195
5226,7142.332,19,13.504,117.310
5227,7142.530,19,134.663,110.808
5228,7143.924,10,165.789,124.128
5229,7144.456,14,25.084,127.313
5230,7145.129,3,340.674,118.010
5231,7145.990,1,188.436,109.117
5232,7146.586,4,28.186,129.443
5233,7150.832,8,17.405,110.518
5234,7151.384,8,147.771,129.510
5235,7154.179,17,53.169,117.108
5236,7155.073,3,242.750,132.935
5237,7156.690,3,118.564,124.796
5238,7159.048,4,46.025,114.129
5239,7160.028,12,93.450,110.169
5240,7160.225,17,218.052,112.818
5241,7160.621,20,17.533,118.167
5242,7167.272,3,24.624,111.296
5243,7168.728,20,248.914,113.532
5244,7168.912,13,16.230,122.316
5245,7170.250,3,21.210,125.646
5246,7170.425,5,107.767,123.312
5247,7170.899,3,53.639,146.778
5248,7174.534,16,158.135,124.182
5249,7177.519,4,11.805,135.174
5250,7177.710,9,200.604,130.748
5251,7179.182,11,65.956,116.412
5252,7179.233,18,283.180,127.018
5253,7180.185,12,28.055,122.407
5254,7185.169,8,88.078,127.841
5255,7185.453,9,12.430,119.258
5256,7189.188,10,304.662,118.591
5257,7189.464,20,23.231,124.338
5258,7192.376,4,142.700,138.723
5259,7195.721,15,274.122,130.583
5260,7200.428,10,137.299,134.081
5261,7201.918,19,252.047,118.315
5262,7203.045,8,102.632,125.146
5263,7203.643,8,90.955,126.186
5264,7204.186,9,25.015,122.373
5265,7204.767,16,90.960,107.304
5266,7205.627,8,172.852,134.371
5267,7209.158,7,58.130,122.390
5268,7210.645,14,86.234,110.963
5269,7211.023,13,27.998,113.138
5270,7211.093,3,204.366,126.275
5271,7212.190,2,167.212,120.021
5272,7213.039,7,13.910,120.812
5273,7213.825,10,33.127,118.479
5274,7214.480,8,37.993,110.588
5275,7215.576,13,161.533,135.377
5276,7216.638,5,150.146,118.127
5277,7220.975,8,169.716,119.756
5278,7222.216,16,26.407,131.505
5279,7224.680,19,60.031,113.985
5280,7226.311,16,19.842,112.633
5281,7226.563,8,95.558,111.402
5282,7226.795,20,107.402,128.021
5283,7227.892,13,226.877,126.962
5284,7230.198,9,155.761,121.657
5285,7230.582,9,82.457,123.460
5286,7231.038,9,50.946,129.707
5287,7232.749,1,15.875,114.271
5288,7235.824,7,238.556,115.743
5289,7236.675,20,42.162,136.437
5290,7237.373,13,205.551,113.140
5291,7238.047,13,20.639,124.516
5292,7238.907,2,153.242,128.986
5293,7239.051,20,151.623,107.918
5294,7239.443,10,53.302,108.150
5295,7242.470,1,15.020,122.137
5296,7243.838,9,115.990,113.861
5297,7248.271,1,162.196,115.073
5298,7250.075,5,86.259,116.535
5299,7250.712,16,93.877,119.554
5300,7252.634,13,97.046,131.685
5301,7253.280,15,174.017,127.739
5302,7254.528,1,52.836,122.358
5303,7258.052,8,27.636,124.231
5304,7258.482,17,325.133,120.819
5305,7259.040,1,44.998,124.323
5306,7260.274,10,26.420,118.348
5307,7260.912,5,294.864,108.353
5308,7261.852,1,228.068,114.603
5309,7263.327,7,53.424,126.987
5310,7263.762,7,109.811,122.400
5311,7265.367,8,283.364,123.276
5312,7265.435,12,220.000,117.033
5313,7268.552,4,67.603,122.248
5314,7269.496,1,291.401,122.754
5315,7270.243,1,55.771,122.307
5316,7275.317,16,204.201,105.749
5317,7275.673,10,121.568,118.054
5318,7276.068,16,47.985,124.593
5319,7278.820,5,74.657,121.397
5320,7279.021,1,31.879,115.365
5321,7279.188,12,125.789,115.386
5322,7280.019,10,53.414,119.373
5323,7289.305,13,40.201,109.982
5324,7290.101,17,14.772,133.574
5325,7290.557,18,110.220,122.881
5326,7291.561,7,61.682,126.672
5327,7291.775,1,173.186,133.824
5328,7293.887,7,34.777,113.035
5329,7295.471,7,142.355,120.643
5330,7295.533,3,231.986,117.198
5331,7296.202,10,56.031,137.453
5332,7297.289,1,89.149,126.925
5333,7299.293,19,105.403,117.554
5334,7304.115,4,55.666,124.222
5335,7306.425,15,73.361,125.972
5336,7307.649,6,239.062,126.829
5337,7307.708,13,418.015,129.027
5338,7308.197,11,10.996,115.948
5339,7312.761,9,175.035,116.428
5340,7315.181,2,148.117,119.846
5341,7316.368,8,145.271,107.009
5342,7317.268,3,100.309,110.030
5343,7318.098,14,59.650,129.970
5344,7318.827,15,304.488,127.363
5345,7320.524,1,12.930,136.192
5346,7321.396,1,14.225,126.107
5347,7323.601,18,28.224,109.837
5348,7324.170,9,23.988,127.571
5349,7327.378,3,123.971,101.264
5350,7327.387,4,34.385,119.005
5351,7328.452,13,148.750,130.266
5352,7330.276,2,16.794,124.599
5353,7331.163,2,55.525,115.982
5354,7334.141,4,177.087,103.572
5355,7335.793,5,43.653,126.285
5356,7337.159,2,47.166,110.854
5357,7337.827,12,129.051,134.379
5358,7339.480,15,230.799,117.227
5359,7340.354,18,104.763,106.478
5360,7341.477,15,104.147,119.586
5361,7347.493,16,61.039,122.595
5362,7348.019,6,154.386,134.735
5363,7350.650,10,269.772,111.680
5364,7352.138,18,50.714,125.513
5365,7358.209,4,46.023,124.614
5366,7363.566,14,270.996,123.635
5367,7365.860,3,89.094,121.709
5368,7368.210,11,148.082,111.223
5369,7368.303,12,49.021,112.084
5370,7368.747,3,62.239,113.298
5371,7372.506,6,111.306,103.024
5372,7372.554,13,13.828,118.899
5373,7375.984,16,22.595,121.813
5374,7376.563,16,80.128,121.486
5375,7376.659,20,168.849,108.765
5376,7378.363,10,17.819,121.273
5377,7382.200,19,328.926,129.104
5378,7382.659,3,42.388,124.778
5379,7383.458,14,144.483,132.218
5380,7385.868,13,68.671,133.378
5381,7386.563,11,20.592,130.508
5382,7387.217,14,27.839,113.977
5383,7387.542,4,25.526,123.326
5384,7389.305,13,90.326,118.584
5385,7389.908,9,21.662,116.968
5386,7390.110,11,43.809,123.930
5387,7392.811,6,79.297,125.309
5388,7393.830,9,63.931,115.272
5389,7395.040,12,75.100,134.797
5390,7396.379,11,59.874,125.396
5391,7397.556,6,91.277,111.494
5392,7400.041,7,73.621,117.791
5393,7400.442,20,62.399,116.031
5394,7401.602,12,69.593,117.204
5395,7403.408,10,81.781,118.841
5396,7405.085,4,148.052,127.324
5397,7405.390,5,91.661,121.908
5398,7406.334,9,17.730,129.025
5399,7409.123,12,350.754,119.960
5400,7411.366,11,49.755,128.834
5401,7412.269,5,122.372,111.943
5402,7412.926,15,78.978,101.606
5403,7417.154,16,21.461,115.116
5404,7420.576,8,30.708,113.035
5405,7422.047,18,17.178,130.529
5406,7422.211,16,83.648,115.197
5407,7423.742,12,21.532,134.976
5408,7424.404,20,59.313,112.258
5409,7426.140,10,147.220,124.253
5410,7426.906,8,41.302,116.297
5411,7427.333,13,75.589,111.028
5412,7427.586,9,344.000,121.096
5413,7429.612,7,96.520,127.064
5414,7431.266,16,49.667,128.317
5415,7431.412,7,440.128,113.837
5416,7432.288,18,21.651,105.575
5417,7432.312,15,497.415,113.453
5418,7435.060,9,362.858,129.479
5419,7438.551,8,26.453,105.389
5420,7438.702,13,44.584,121.095
5421,7443.524,6,17.321,127.585
5422,7444.776,17,33.424,116.760
5423,7444.943,18,82.911,108.654
5424,7445.406,5,42.617,144.089
5425,7445.814,16,27.955,134.973
5426,7448.121,17,45.662,127.526
5427,7449.411,19,244.716,124.018
5428,7449.672,20,108.912,110.634
5429,7451.275,19,148.437,114.433
5430,7454.948,6,210.586,113.765
5431,7455.284,20,65.265,106.855
5432,7456.704,6,285.203,127.659
5433,7457.707,16,183.340,110.382
5434,7460.234,11,313.715,114.209
5435,7460.696,15,28.132,125.300
5436,7462.816,18,101.402,92.369
5437,7463.386,11,41.676,133.520
5438,7464.443,3,46.847,113.203
5439,7465.408,18,233.146,114.689
5440,7465.903,5,45.399,117.544
5441,7466.043,9,48.501,106.473
5442,7467.182,14,180.624,114.536
5443,7468.585,4,24.207,121.837
5444,7470.467,15,273.665,116.990
5445,7472.030,5,166.955,134.819
5446,7475.305,17,94.105,115.100
5447,7476.886,1,65.378,107.523
5448,7479.316,10,13.159,119.298
5449,7483.616,19,193.659,111.174
5450,7484.115,14,39.506,110.793
5451,7485.811,6,130.765,122.636
5452,7488.232,5,204.428,116.263
5453,7488.269,13,267.285,119.052
5454,7488.379,3,239.839,109.194
5455,7490.094,12,81.989,108.459
5456,7492.869,17,71.146,125.003
5457,7495.543,20,18.830,119.113
5458,7498.877,11,81.610,123.292
5459,7499.050,19,28.237,128.270
5460,7499.064,14,33.671,111.381
5461,7499.396,17,153.394,137.003
5462,7499.844,19,72.765,134.892
5463,7502.389,17,18.647,105.202
5464,7502.780,8,127.091,130.371
5465,7505.657,10,234.268,139.866
5466,7506.171,9,46.714,110.580
5467,7506.498,10,94.624,114.401
5468,7508.011,3,49.237,135.600
5469,7508.939,19,10.289,149.158
5470,7509.251,8,44.046,129.425
5471,7509.578,2,48.494,113.856
5472,7510.826,15,73.644,115.988
5473,7511.420,10,20.933,120.608
5474,7511.609,15,363.136,111.609
5475,7516.775,3,31.499,110.116
5476,7517.381,13,253.566,114.654
5477,7519.167,18,119.595,109.403
5478,7519.540,2,64.605,118.800
5479,7521.283,6,80.049,103.355
5480,7521.746,13,42.564,126.350
5481,7522.586,19,57.579,118.592
5482,7524.410,20,299.757,109.857
5483,7526.011,18,336.213,117.151
5484,7529.862,15,19.613,122.796
5485,7530.759,20,102.210,122.605
5486,7530.933,18,130.884,138.714
5487,7532.488,10,157.351,111.159
5488,7533.051,16,21.055,132.233
5489,7534.084,4,75.118,113.367
5490,7535.144,8,31.819,126.450
5491,7536.031,16,25.240,122.917
5492,7536.881,8,50.202,125.912
5493,7537.214,5,36.420,118.022
5494,7537.297,7,19.818,123.364
5495,7548.302,9,209.244,119.036
5496,7549.769,3,36.574,106.985
5497,7549.837,9,77.904,130.737
5498,7552.240,13,26.942,122.469
5499,7557.159,17,13.478,121.621
5500,7560.754,20,258.134,125.826
5501,7561.219,17,52.456,108.080
5502,7562.636,6,24.471,119.254
5503,7566.609,3,13.574,116.337
5504,7568.051,9,187.668,120.897
5505,7569.403,5,39.181,122.798
5506,7570.716,2,90.436,121.475
5507,7572.778,20,101.060,120.589
5508,7574.448,11,97.992,114.053
5509,7575.642,13,27.820,115.883
5510,7575.892,6,29.732,110.377
5511,7576.489,20,27.579,114.058
5512,7577.990,13,22.366,146.949
5513,7580.211,17,133.668,127.992
5514,7584.463,3,53.594,133.437
5515,7587.080,9,452.688,113.463
5516,7587.084,7,63.907,120.244
5517,7587.223,12,151.808,117.035
5518,7587.656,10,110.246,119.980
5519,7589.043,18,39.590,134.260
5520,7589.248,10,72.584,127.221
5521,7590.484,5,157.656,119.014
5522,7591.071,18,103.876,124.799
5523,7591.606,9,33.932,121.105
5524,7591.757,19,79.272,100.130
5525,7596.145,17,62.175,128.242
5526,7601.844,15,27.029,119.346
5527,7604.681,19,29.885,133.940
5528,7610.682,16,225.688,114.033
5529,7611.931,8,96.554,111.064
5530,7612.006,4,105.428,113.325
5531,7614.844,2,112.249,106.202
5532,7616.491,6,24.636,130.709
5533,7617.382,2,42.491,141.785
5534,7617.800,2,249.153,108.889
5535,7620.515,15,31.095,120.508
5536,7621.623,2,367.495,130.711
5537,7624.225,12,197.082,124.732
5538,7627.410,18,319.525,121.135
5539,7628.145,16,163.352,120.481
5540,7628.198,5,74.958,116.145
5541,7629.907,4,23.799,141.878
5542,7630.939,12,98.651,122.651
5543,7632.700,14,13.039,119.921
5544,7633.991,18,94.724,109.558
5545,7636.011,12,55.542,108.403
5546,7638.590,10,93.082,106.224
5547,7639.331,7,366.823,128.079
5548,7642.354,18,42.458,111.040
5549,7643.840,13,26.724,122.649
5550,7644.606,19,241.794,120.717
5551,7644.907,5,124.522,109.765
5552,7644.917,9,220.726,129.514
5553,7646.121,12,43.264,119.628
5554,7647.185,7,119.379,118.617
5555,7648.371,16,55.146,122.000
5556,7652.980,6,262.616,115.218
5557,7654.709,11,100.158,135.382
5558,7655.253,10,240.437,116.825
5559,7656.908,3,124.887,107.869
5560,7659.320,13,17.706,144.111
5561,7660.103,19,67.541,110.381
5562,7661.074,20,139.757,119.681
5563,7662.980,2,111.357,105.893
5564,7663.433,11,34.204,123.970
5565,7666.149,17,67.951,133.353
5566,7667.059,9,166.907,124.470
5567,7668.352,11,22.437,113.158
5568,7668.641,2,102.418,113.888
5569,7669.221,20,48.269,119.227
5570,7669.850,19,92.482,107.856
5571,7670.699,19,51.063,110.780
5572,7675.075,5,215.095,120.653
5573,7675.804,3,105.181,129.991
5574,7676.336,8,86.641,119.679
5575,7678.076,2,13.324,129.301
5576,7681.821,4,158.662,123.139
5577,7682.068,4,34.651,120.227
5578,7682.807,9,23.612,119.551
5579,7683.147,17,48.147,127.540
5580,7684.124,7,24.618,112.326
5581,7684.856,7,116.763,130.517
5582,7685.885,20,36.311,103.297
5583,7686.682,3,48.980,113.976
5584,7687.480,15,11.029,108.850
5585,7688.205,14,161.813,124.704
5586,7689.337,3,396.951,120.577
5587,7691.283,5,37.350,118.033
5588,7693.421,19,133.581,124.930
5589,7694.491,7,177.132,131.150
5590,7695.792,7,141.713,117.442
5591,7697.812,13,53.390,102.746
5592,7701.393,11,52.649,126.848
5593,7702.184,11,176.837,128.770
5594,7703.005,19,243.571,113.396
5595,7705.448,2,85.971,129.678
5596,7705.880,19,256.257,122.281
5597,7705.913,16,35.085,110.217
5598,7707.119,17,263.270,106.061
5599,7709.489,1,107.050,108.817
5600,7709.510,11,149.659,129.660
5601,7709.616,2,32.059,116.992
5602,7709.982,4,58.806,118.838
5603,7713.322,13,26.100,109.500
5604,7714.329,8,210.073,126.558
5605,7716.245,11,113.150,120.311
5606,7717.881,9,129.822,100.993
5607,7717.971,15,56.120,120.456
5608,7718.719,11,76.456,114.993
5609,7719.128,6,48.131,123.732
5610,7719.223,6,104.098,131.941
5611,7719.935,7,10.033,110.015
5612,7720.148,13,15.788,120.245
5613,7721.284,15,34.568,127.428
5614,7721.720,20,163.516,112.149
5615,7722.055,15,248.061,124.984
5616,7722.211,15,51.308,120.447
5617,7722.380,7,75.869,121.964
5618,7724.567,20,54.355,121.552
5619,7725.014,3,74.314,112.288
5620,7734.890,18,110.219,131.904
5621,7735.558,7,61.539,113.777
5622,7736.788,7,25.136,124.369
5623,7737.103,8,147.743,102.471
5624,7737.715,18,201.773,119.351
5625,7738.352,5,43.934,116.387
5626,7738.649,20,48.001,131.279
5627,7740.452,8,68.435,113.065
5628,7741.433,16,227.882,138.341
5629,7744.819,2,18.948,125.404
5630,7748.783,2,149.816,109.703
5631,7750.489,15,63.195,115.424
5632,7751.182,3,250.520,132.324
5633,7752.682,4,121.210,120.542
5634,7753.103,15,180.433,126.635
5635,7753.243,20,48.222,126.330
5636,7754.384,16,145.448,117.730
5637,7755.632,15,137.432,109.546
5638,7758.703,15,154.622,128.003
5639,7760.379,11,45.855,109.454
5640,7760.961,3,88.484,130.412
5641,7762.869,3,13.145,120.761
5642,7765.101,4,262.854,119.193
5643,7766.128,19,76.913,120.078
5644,7766.382,16,169.570,118.688
5645,7769.374,18,43.575,122.859
5646,7769.738,15,149.100,112.600
5647,7769.992,4,124.557,119.018
5648,7770.137,2,143.692,115.599
5649,7770.940,9,122.854,123.360
5650,7773.144,3,29.652,120.156
5651,7773.631,19,62.634,141.005
5652,7778.349,18,73.580,128.336
5653,7779.209,2,222.883,121.814
5654,7779.425,18,271.168,108.996
5655,7781.405,16,78.098,125.527
5656,7781.922,12,200.563,128.523
5657,7786.110,15,69.276,113.363
5658,7787.699,15,56.270,119.578
5659,7789.854,1,99.866,106.882
5660,7790.889,15,59.819,112.010
5661,7792.353,20,100.741,92.445
5662,7794.010,9,69.282,128.281
5663,7795.854,2,141.460,122.422
5664,7795.975,6,190.441,128.652
5665,7796.799,8,35.773,107.429
5666,7798.678,5,148.676,120.374
5667,7799.666,20,145.970,117.018
5668,7800.707,16,101.259,116.133
5669,7801.541,6,119.588,132.229
5670,7801.632,5,36.080,103.012
5671,7802.958,4,270.678,124.088
5672,7804.248,4,133.082,124.819
5673,7804.465,4,360.993,126.938
5674,7806.404,4,37.838,112.352
5675,7806.878,3,488.518,119.968
5676,7807.280,17,54.158,113.177
5677,7808.313,7,185.606,120.550
5678,7808.450,20,95.248,131.454
5679,7811.181,16,15.594,124.154
5680,7812.079,20,82.050,120.003
5681,7812.683,12,110.086,125.554
5682,7813.318,10,90.758,108.192
5683,7813.941,8,11.183,113.297
5684,7815.257,18,22.801,134.646
5685,7816.368,9,116.457,109.886
5686,7818.520,5,201.290,123.983
5687,7822.569,5,410.953,135.464
5688,7823.306,9,108.556,133.307
5689,7826.219,17,100.008,112.828
5690,7826.327,6,34.730,120.240
5691,7828.213,8,16.081,140.846
5692,7831.599,2,54.800,133.017
5693,7831.835,11,153.512,115.012
5694,7833.399,18,394.429,133.180
5695,7834.665,19,147.433,113.344
5696,7835.672,5,89.440,134.421
5697,7835.905,2,48.725,146.527
5698,7836.238,2,236.132,139.679
5699,7836.830,1,52.065,106.070
5700,7837.643,2,103.187,108.855
5701,7837.922,18,69.661,115.396
5702,7842.665,8,69.481,118.846
5703,7843.434,10,21.662,121.197
5704,7844.117,19,80.285,121.361
5705,7844.458,12,27.269,125.754
5706,7848.775,2,103.722,127.087
5707,7849.025,3,386.983,115.359
5708,7849.065,8,44.107,133.079
5709,7854.092,19,127.206,119.388
5710,7855.063,20,173.186,120.990
5711,7856.226,9,16.678,133.970
5712,7856.236,13,22.398,133.420
5713,7856.452,15,39.674,107.685
5714,7864.079,2,21.535,117.697
5715,7871.366,4,130.851,105.616
5716,7871.730,16,413.326,141.533
5717,7875.080,19,39.330,128.968
5718,7875.944,14,22.396,108.629
5719,7875.999,14,48.286,121.589
5720,7876.675,19,55.022,118.871
5721,7876.939,15,192.538,115.695
5722,7877.507,1,71.085,114.421
5723,7878.192,4,25.675,121.631
5724,7878.378,13,90.721,120.213
5725,7878.823,9,91.191,122.864
5726,7880.447,3,179.803,115.123
5727,7883.688,4,31.172,119.393
5728,7884.534,2,137.025,108.531
5729,7887.600,4,14.664,104.808
5730,7892.115,2,21.544,115.655
5731,7892.541,4,149.400,117.803
5732,7894.157,1,27.720,115.564
5733,7894.177,17,43.275,114.004
5734,7894.958,11,70.039,109.849
5735,7896.790,11,20.317,116.751
5736,7897.528,3,173.251,139.802
5737,7897.810,11,175.522,105.522
5738,7903.080,16,152.955,129.159
5739,7903.262,7,19.870,108.236
5740,7904.408,13,34.820,103.953
5741,7907.396,5,68.577,107.231
5742,7911.385,11,30.234,116.625
5743,7913.550,9,198.628,121.298
5744,7915.559,7,231.401,133.380
5745,7918.861,4,201.662,107.902
5746,7920.024,18,120.353,123.702
5747,7921.103,11,78.005,113.064
5748,7923.135,8,65.193,111.048
5749,7925.431,20,84.394,125.827
5750,7927.497,14,24.175,122.778
5751,7927.525,9,33.930,112.737
5752,7927.734,1,129.838,124.474
5753,7928.423,2,67.635,127.437
5754,7929.346,17,63.371,134.229
5755,7931.277,9,53.774,133.080
5756,7934.404,3,151.072,126.508
5757,7938.430,1,141.275,128.244
5758,7939.479,15,260.742,109.374
5759,7942.931,18,361.551,107.167
5760,7943.996,16,45.738,112.990
5761,7945.625,20,36.454,130.616
5762,7946.068,13,52.721,123.119
5763,7946.834,10,143.649,118.270
5764,7947.182,5,270.708,111.738
5765,7947.198,7,78.156,124.245
5766,7948.571,9,59.641,116.729
5767,7948.613,13,180.202,116.482
5768,7953.533,2,119.261,128.819
5769,7954.403,5,15.914,123.985
5770,7957.170,7,47.086,109.903
5771,7957.428,4,12.269,127.708
5772,7959.135,8,73.274,118.841
5773,7963.479,12,109.559,123.939
5774,7964.872,4,22.945,124.151
5775,7965.451,12,100.714,126.878
5776,7965.572,10,74.256,124.556
5777,7966.069,17,67.240,112.860
5778,7966.489,18,164.625,111.188
5779,7968.309,16,62.860,124.422
5780,7970.042,1,33.903,114.309
5781,7974.705,6,322.720,124.191
5782,7974.994,2,36.167,107.011
5783,7975.435,1,72.688,142.978
5784,7976.774,10,96.969,126.417
5785,7977.247,2,194.986,127.526
5786,7978.807,19,60.736,124.993
5787,7983.395,9,16.040,124.447
5788,7984.449,15,183.111,109.639
5789,7984.998,15,263.238,114.437
5790,7988.523,16,25.438,103.706
5791,7990.037,6,10.412,118.390
5792,7990.359,14,338.798,113.869
5793,7990.837,12,133.478,122.727
5794,7991.697,7,39.953,123.145
5795,7992.249,17,136.770,129.294
5796,7993.574,7,78.704,111.979
5797,7994.002,11,95.172,129.870
5798,7995.440,6,18.661,121.955
5799,7995.930,16,47.418,136.160
5800,7997.267,18,23.143,107.889
5801,7998.268,17,189.113,113.279
5802,7998.429,18,115.824,102.787
5803,7999.356,1,330.735,118.878
5804,8003.930,13,282.874,125.173
5805,8004.088,15,222.208,125.149
5806,8004.426,17,19.040,122.730
5807,8006.151,11,48.841,149.326
5808,8008.005,19,10.471,130.151
5809,8008.070,16,94.943,113.710
5810,8008.940,8,141.450,118.872
5811,8010.454,8,134.858,116.536
5812,8010.644,15,39.153,120.520
5813,8014.140,4,109.996,120.116
5814,8014.915,17,76.307,117.478
5815,8016.396,7,15.760,120.012
5816,8017.827,1,357.296,124.733
5817,8018.409,5,100.440,132.579
5818,8020.453,4,189.948,112.410
5819,8020.565,2,30.930,116.438
5820,8020.958,1,124.854,122.237
5821,8021.342,4,140.448,111.858
5822,8021.572,6,37.386,113.136
5823,8022.280,19,57.431,120.321
5824,8024.967,2,108.165,103.751
5825,8025.259,11,93.345,116.631
5826,8025.468,18,56.872,118.445
5827,8026.007,20,34.306,126.192
5828,8026.499,9,60.015,116.780
5829,8028.566,7,13.801,123.965
5830,8030.226,4,261.958,108.377
5831,8030.905,5,43.541,126.619
5832,8031.110,2,156.702,129.078
5833,8032.164,15,75.001,106.971
5834,8033.613,15,322.548,127.422
5835,8034.323,2,229.100,118.419
5836,8035.724,8,161.937,119.339
5837,8037.709,20,366.671,109.222
5838,8038.593,9,79.361,112.100
5839,8040.178,12,174.066,118.526
5840,8041.037,1,45.422,99.284
5841,8041.938,16,178.296,110.694
5842,8045.120,20,163.920,126.168
5843,8045.993,4,56.111,130.863
5844,8051.870,19,62.517,101.213
5845,8054.150,7,92.063,121.809
5846,8055.188,6,169.355,129.609
5847,8055.959,1,74.121,122.850
5848,8056.536,7,35.938,125.330
5849,8058.184,6,176.267,112.161
5850,8058.322,9,76.182,119.065
5851,8060.791,15,22.067,120.581
5852,8064.660,3,91.490,117.557
5853,8065.131,2,100.752,110.404
5854,8068.461,4,102.305,115.788
5855,8069.223,13,61.585,119.110
5856,8069.374,9,27.388,107.921
5857,8069.974,6,146.383,118.348
5858,8071.296,4,42.134,116.802
5859,8073.353,11,67.079,116.000
5860,8074.884,19,163.228,137.902
5861,8077.827,19,270.882,127.288
5862,8077.957,10,43.287,121.091
5863,8078.560,9,31.986,106.509
5864,8078.657,10,121.407,119.302
5865,8081.215,13,22.948,119.584
5866,8081.218,6,165.864,111.453
5867,8081.583,17,206.236,114.369
5868,8083.887,20,57.645,117.537
5869,8083.932,7,222.350,103.919
5870,8084.080,2,51.247,113.199
5871,8086.654,1,47.739,121.007
5872,8089.190,7,40.778,114.312
5873,8089.834,10,11.078,146.957
5874,8095.160,7,13.870,114.359
5875,8095.570,1,20.842,114.375
5876,8095.681,3,162.354,127.352
5877,8096.059,4,228.634,112.777
5878,8096.226,18,99.400,115.442
5879,8097.162,17,15.999,119.371
5880,8098.428,6,101.408,117.762
5881,8098.462,4,53.277,108.700
5882,8101.179,5,402.203,123.675
5883,8102.725,14,10.299,115.330
5884,8102.764,1,89.559,107.192
5885,8105.315,5,101.924,127.418
5886,8105.655,16,117.868,125.353
5887,8105.773,7,54.720,115.177
5888,8106.932,8,298.823,116.518
5889,8107.361,15,105.409,89.783
5890,8117.762,9,51.201,132.380
5891,8118.371,8,46.273,127.352
5892,8120.093,20,11.305,122.577
5893,8120.933,17,22.376,116.286
5894,8123.512,9,51.450,128.217
5895,8126.181,1,50.513,121.388
5896,8126.825,14,139.795,132.842
5897,8128.476,3,92.870,120.972
5898,8129.005,8,10.900,112.434
5899,8130.231,1,44.251,125.487
5900,8130.378,1,216.381,100.320
5901,8130.409,10,25.909,121.025
5902,8135.991,6,303.745,106.287
5903,8137.290,4,13.029,106.866
5904,8138.210,16,99.361,105.549
5905,8140.624,2,162.768,100.087
5906,8141.770,12,26.287,129.162
5907,8142.067,19,29.147,120.124
5908,8143.472,10,10.192,117.254
5909,8145.922,18,88.596,107.468
5910,8147.307,13,14.803,119.752
5911,8148.256,2,22.201,117.079
5912,8149.432,18,21.118,110.898
5913,8149.995,11,106.853,114.092
5914,8151.359,2,85.983,110.781
5915,8151.985,17,41.755,123.679
5916,8154.046,18,352.474,122.547
5917,8156.860,20,107.651,127.489
5918,8157.286,4,237.106,138.492
5919,8158.765,14,28.571,106.596
5920,8160.273,10,41.024,129.602
5921,8160.947,18,22.782,115.712
5922,8163.560,15,69.939,120.063
5923,8163.732,20,93.487,119.582
5924,8166.950,13,103.475,111.557
5925,8167.569,8,74.900,121.880
5926,8170.511,2,93.596,135.577
5927,8173.814,13,134.414,110.806
5928,8174.201,15,95.536,129.624
5929,8176.622,4,109.242,124.875
5930,8177.748,1,14.399,114.200
5931,8178.262,5,103.907,119.750
5932,8180.137,7,42.739,117.697
5933,8180.142,2,12.187,129.452
5934,8181.829,6,112.262,108.151
5935,8182.388,10,10.810,96.863
5936,8182.890,17,24.053,118.062
5937,8183.591,7,77.291,123.011
5938,8185.967,2,73.781,131.518
5939,8186.835,12,114.909,123.593
5940,8192.372,17,192.229,118.615
5941,8192.837,5,13.994,128.625
5942,8194.631,5,34.633,113.610
5943,8195.496,9,103.699,124.539
5944,8198.475,15,130.931,116.268
5945,8198.557,18,37.398,113.570
5946,8199.251,9,83.251,131.638
5947,8200.750,20,17.680,101.345
5948,8201.152,5,107.133,139.857
5949,8201.805,12,49.684,103.607
5950,8204.414,19,64.304,125.143
5951,8204.448,5,286.483,130.302
5952,8209.596,9,27.985,128.957
5953,8209.876,2,93.347,114.040
5954,8211.389,10,44.194,132.070
5955,8211.880,13,37.471,118.704
5956,8212.330,10,503.102,123.565
5957,8212.767,15,152.680,120.364
5958,8216.358,4,66.880,125.825
5959,8221.740,10,129.059,122.797
5960,8222.904,1,127.754,115.272
5961,8225.742,6,142.989,109.123
5962,8226.035,9,21.886,126.543
5963,8226.767,8,239.023,117.279
5964,8227.916,2,51.845,123.607
5965,8229.477,1,31.338,131.966
5966,8230.369,10,168.807,122.730
5967,8231.044,1,31.602,124.927
5968,8233.246,7,220.658,114.337
5969,8235.871,16,171.560,118.952
5970,8236.165,12,118.625,105.600
5971,8236.477,18,47.926,109.042
5972,8237.087,4,59.935,113.618
5973,8238.731,13,486.942,122.589
5974,8241.298,7,17.043,111.385
